Student_ID,Java,Python,C++,SQL,DSA,OOP,Git,Spring_Boot,React,AWS,Communication,Aptitude,Problem_Solving,Teamwork,CGPA,Projects,Internships,Certifications,Employable
S12238,0,1,1,1,1,1,1,1,0,0,9,1,3,2,5.07,6,2,7,No
S12239,1,1,0,0,0,0,1,0,0,0,4,6,8,7,5.55,2,3,7,No
S12240,0,0,0,1,0,1,0,1,1,1,2,1,2,7,6.6,5,3,3,No
S12241,1,0,1,0,0,0,1,0,1,0,5,3,10,5,8.54,7,0,7,Yes
S12242,1,1,1,1,1,1,1,1,0,1,2,2,3,1,5.7,4,2,0,No
S12243,0,1,0,1,1,1,0,0,0,0,2,6,6,3,9.84,5,1,8,Yes
S12244,0,0,0,1,0,1,1,0,0,0,3,10,8,7,8.29,1,3,7,Yes
S12245,1,1,1,1,1,0,0,1,0,1,9,9,8,8,9.08,4,2,2,Yes
S12246,1,0,0,1,1,0,1,0,0,0,3,9,4,4,6.26,0,3,7,No
S12247,1,0,0,1,1,1,0,0,0,0,10,2,4,9,8.09,0,0,4,No
S12248,1,0,1,0,0,0,1,0,1,0,3,2,4,7,8.99,3,3,1,No
S12249,1,1,0,1,0,1,0,1,0,0,4,7,4,7,7.62,0,3,8,Yes
S12250,0,1,1,0,0,1,0,0,0,0,3,4,3,4,9.37,5,2,8,No
S12251,0,1,0,0,0,1,1,0,0,0,5,5,2,8,7.58,4,2,7,No
S12252,0,1,0,1,0,0,1,0,1,0,5,9,9,3,7.29,0,1,7,No
S12253,0,1,0,1,0,1,1,0,1,0,5,5,9,1,6.04,1,2,5,No
S12254,1,0,0,1,0,1,1,0,1,1,7,6,4,9,9.51,5,1,2,Yes
S12255,0,1,1,1,1,0,1,0,0,1,4,10,4,3,8.28,6,1,8,Yes
S12256,0,0,0,0,0,1,0,0,1,0,10,9,6,1,7.74,8,3,3,Yes
S12257,1,0,1,1,1,0,0,1,0,0,3,1,7,4,7.15,3,2,1,No
S12258,0,1,0,1,0,1,0,0,1,0,6,2,10,9,7.6,2,3,5,Yes
S12259,1,1,0,0,0,0,0,0,0,1,3,7,7,7,9.3,1,1,1,No
S12260,0,1,1,0,0,1,1,0,1,0,1,7,9,10,5.41,0,2,0,No
S12261,0,1,0,1,1,1,0,0,0,0,9,1,8,1,7.06,0,0,6,No
S12262,1,1,0,1,0,0,1,0,1,0,3,2,1,10,7.25,7,3,4,No
S12263,0,1,0,1,1,0,0,1,0,0,4,2,4,1,6.79,4,0,4,No
S12264,1,0,0,1,0,0,1,1,0,0,6,2,2,6,8.13,5,2,2,No
S12265,0,1,0,1,1,0,0,1,0,0,6,10,9,6,6.78,7,3,5,Yes
S12266,1,1,1,0,0,0,1,1,0,0,5,2,4,5,5.17,4,1,0,No
S12267,1,0,1,1,0,1,0,0,0,1,10,3,6,8,9.91,6,3,2,Yes
S12268,1,1,1,0,1,1,1,1,1,0,3,6,1,6,6.36,5,2,2,No
S12269,0,1,1,1,1,1,1,0,1,1,6,10,6,5,6.41,3,2,2,Yes
S12270,1,1,1,1,0,1,0,0,1,0,3,8,9,9,9.61,8,2,4,Yes
S12271,0,1,1,1,0,0,1,0,1,0,7,9,10,2,6.11,6,0,0,No
S12272,1,1,0,1,1,1,0,0,0,0,8,5,9,7,6.76,1,3,7,Yes
S12273,0,0,1,0,1,1,0,1,0,0,3,3,2,10,9.34,6,0,3,No
S12274,0,1,0,1,1,0,0,0,1,0,5,5,9,4,9.8,2,0,8,No
S12275,1,1,0,1,1,1,0,0,0,0,6,5,9,2,6.23,7,0,5,No
S12276,1,1,0,1,1,0,1,0,0,1,3,5,10,3,7.92,8,2,4,Yes
S12277,0,0,1,0,0,0,0,1,0,1,5,3,8,1,9.83,2,1,0,No
S12278,0,1,1,0,1,1,0,0,0,0,4,5,5,8,6.36,0,1,3,No
S12279,0,1,1,0,0,0,0,0,0,0,7,8,7,5,9.11,3,2,1,Yes
S12280,1,1,0,1,1,1,1,0,0,1,3,3,4,8,5.55,6,1,6,No
S12281,1,1,0,1,0,1,1,0,1,1,8,5,1,9,7.89,7,2,0,Yes
S12282,0,1,0,1,0,0,1,0,1,0,4,2,2,2,5.81,0,1,7,No
S12283,1,0,1,0,1,1,1,1,0,0,4,2,1,8,9.86,0,3,7,Yes
S12284,1,0,1,0,1,1,1,0,0,0,8,4,3,1,8.76,8,1,4,No
S12285,1,1,1,1,1,0,1,1,0,1,4,7,9,1,8.14,7,1,3,Yes
S12286,0,1,0,1,0,1,0,0,0,0,3,2,7,7,7.86,4,0,2,No
S12287,0,1,0,1,0,0,1,1,0,1,8,8,5,4,7.69,4,1,1,No
S12288,1,0,0,1,1,0,0,1,1,0,3,4,10,9,7.78,5,2,7,Yes
S12289,1,1,0,1,1,1,1,0,1,1,9,10,6,4,9.48,2,2,2,Yes
S12290,1,0,0,0,0,1,1,0,0,1,4,4,5,1,6.61,0,0,4,No
S12291,1,0,0,1,1,1,0,1,0,1,2,8,9,4,6.45,5,3,6,Yes
S12292,1,1,1,0,0,1,0,0,0,0,3,8,4,6,8.45,8,0,4,Yes
S12293,0,0,1,1,1,1,0,0,0,0,5,5,4,6,7.79,8,0,3,Yes
S12294,1,0,1,0,1,1,0,0,1,0,4,7,10,1,6.64,1,3,7,Yes
S12295,1,1,0,0,0,0,0,1,0,1,5,8,7,1,8.5,6,1,6,Yes
S12296,0,1,0,0,0,1,1,0,1,1,6,1,6,1,7.51,4,3,5,Yes
S12297,1,1,0,1,0,0,1,0,0,0,10,6,4,6,7.46,1,0,8,No
S12298,0,1,0,0,0,1,1,0,1,0,4,6,9,8,5.86,5,0,8,No
S12299,1,1,1,0,1,0,1,0,0,1,5,8,8,8,5.74,7,3,3,Yes
S12300,1,1,0,1,0,1,1,0,0,0,10,6,4,2,9.02,2,2,5,Yes
S12301,0,1,0,1,1,0,0,0,0,0,2,10,1,5,7.8,2,0,1,No
S12302,0,1,0,0,1,0,0,0,0,0,5,2,1,3,6.97,8,1,2,No
S12303,1,0,1,0,1,0,0,0,1,1,3,7,4,6,9.44,5,3,4,Yes
S12304,0,0,1,1,0,1,1,0,0,0,1,4,1,1,9.14,4,2,6,No
S12305,0,0,1,1,1,0,1,0,0,0,5,1,3,8,8.73,1,1,4,No
S12306,1,1,0,1,0,0,0,0,1,0,2,5,3,4,7.38,5,1,7,No
S12307,1,0,0,1,1,0,0,0,0,1,5,10,3,9,6.72,7,2,0,Yes
S12308,0,0,1,0,1,1,0,0,0,0,1,7,2,4,6.88,1,1,6,No
S12309,1,1,0,1,1,1,1,0,1,0,2,10,5,5,9.28,0,1,3,No
S12310,0,0,0,1,1,0,1,0,0,0,4,8,10,9,8.14,2,0,0,No
S12311,0,1,0,1,0,1,1,0,0,1,5,1,3,3,6.82,6,1,1,No
S12312,0,0,0,0,1,1,1,1,0,0,5,5,2,3,6.44,7,0,8,No
S12313,1,0,0,0,0,0,1,0,0,0,5,5,10,8,7.5,1,1,1,No
S12314,1,0,1,1,0,1,1,1,1,0,1,4,10,3,8.59,4,2,7,Yes
S12315,0,1,0,0,0,0,0,0,0,0,1,3,9,8,9.51,1,3,4,No
S12316,1,1,1,0,0,0,0,1,0,0,7,10,3,1,8.89,7,2,5,Yes
S12317,1,1,1,1,1,1,1,1,0,0,6,4,3,1,6.71,4,3,8,Yes
S12318,1,1,0,1,1,1,1,0,1,0,9,10,7,7,9.25,3,0,1,Yes
S12319,1,1,0,1,0,1,1,0,0,0,1,5,9,8,5.75,0,2,0,No
S12320,0,1,1,1,1,0,1,0,0,0,10,3,5,4,8.2,0,1,8,No
S12321,1,0,1,1,0,0,1,0,0,0,7,9,10,3,9.39,1,3,1,Yes
S12322,0,1,0,0,0,0,1,0,0,1,1,3,4,8,6.74,7,0,0,No
S12323,1,0,1,0,0,0,1,0,0,0,4,6,1,4,6.22,6,0,6,No
S12324,0,1,1,1,1,1,1,0,0,0,10,7,10,9,7.52,4,3,2,Yes
S12325,1,1,1,1,0,0,1,1,0,0,6,6,7,7,5.23,7,3,4,Yes
S12326,0,1,1,1,0,1,0,1,0,1,1,10,2,2,6.75,7,3,0,Yes
S12327,0,1,0,1,0,1,0,0,0,0,2,7,4,3,7.56,7,3,4,Yes
S12328,1,1,0,1,1,1,1,0,0,1,8,10,6,8,9.48,5,3,3,Yes
S12329,0,0,0,1,0,0,1,0,0,1,2,8,1,8,8.99,2,0,0,No
S12330,1,1,0,1,1,0,0,1,1,0,9,5,1,9,6.69,3,1,2,Yes
S12331,0,0,1,1,0,0,1,0,0,0,1,10,2,3,7.62,8,3,1,No
S12332,0,0,1,1,1,0,1,0,0,0,8,2,9,4,9.98,0,1,4,Yes
S12333,0,1,1,1,0,0,1,1,1,0,9,6,8,8,8.24,4,2,4,Yes
S12334,0,0,0,0,1,0,0,1,0,1,4,5,1,10,8.5,5,3,5,Yes
S12335,1,0,0,1,1,0,1,1,0,0,9,3,9,6,6.31,7,0,3,No
S12336,1,0,1,1,1,1,0,0,1,0,6,9,1,5,5.53,5,0,7,No
S12337,1,0,0,1,0,1,1,0,1,1,1,10,1,1,5.21,4,3,6,Yes
S12338,1,0,0,1,1,1,1,0,1,0,4,8,10,2,9.16,8,1,6,Yes
S12339,0,1,1,1,1,1,0,1,0,0,8,6,9,1,5.02,8,3,3,Yes
S12340,1,1,1,1,1,0,1,0,0,0,9,9,3,3,9.25,2,1,8,Yes
S12341,0,0,1,1,0,1,1,0,0,0,7,9,8,10,9.16,2,2,3,Yes
S12342,1,0,0,1,0,1,1,0,1,0,9,4,1,5,6.86,7,1,7,Yes
S12343,1,1,1,0,0,1,1,0,0,0,10,4,7,1,6.01,7,3,8,Yes
S12344,0,1,1,0,0,1,1,1,1,1,9,10,8,6,5.74,1,3,5,Yes
S12345,1,0,0,1,0,1,1,1,1,1,1,6,10,10,5.94,5,3,6,Yes
S12346,0,1,1,1,0,0,0,0,1,0,5,6,3,5,6.7,7,2,1,No
S12347,1,1,0,1,0,0,1,1,1,0,5,7,6,8,7.17,4,2,4,Yes
S12348,0,1,1,1,1,1,1,0,0,0,1,9,9,1,6.61,5,2,3,No
S12349,1,0,1,1,1,1,1,0,1,1,7,2,1,9,5.29,1,1,8,No
S12350,1,1,0,1,0,1,1,1,0,1,5,9,3,9,7.24,5,2,4,Yes
S12351,0,1,1,1,1,1,0,1,1,0,3,1,1,5,9.4,7,0,8,Yes
S12352,0,0,0,0,1,0,1,1,1,1,10,6,8,7,8.29,7,2,6,Yes
S12353,1,0,1,1,0,0,1,1,0,0,8,9,2,3,5.22,7,3,2,Yes
S12354,1,1,1,1,1,1,1,0,1,0,10,3,6,10,9.32,4,3,0,Yes
S12355,1,1,1,1,0,0,0,0,0,0,5,9,3,5,5.5,8,2,5,Yes
S12356,1,1,1,1,0,0,1,0,1,0,10,6,2,1,6.17,2,1,8,No
S12357,0,0,0,0,1,0,0,0,0,1,5,6,5,2,5.53,2,0,3,No
S12358,0,1,0,1,0,0,1,0,0,0,7,8,1,6,9.31,3,3,2,No
S12359,1,1,1,0,1,1,1,0,0,1,6,7,5,3,7.64,1,3,8,Yes
S12360,1,0,1,1,1,0,1,0,0,0,4,2,6,3,8.5,5,0,5,No
S12361,0,0,1,0,1,0,1,0,0,0,2,3,4,2,6.62,3,2,8,No
S12362,1,1,0,1,1,0,1,0,0,0,2,3,1,8,9.89,4,0,3,No
S12363,0,1,1,1,1,1,1,1,0,0,8,2,9,4,6.89,3,1,5,No
S12364,1,1,1,0,1,0,1,0,0,0,8,8,8,9,9.01,6,1,4,Yes
S12365,0,1,1,0,0,0,0,0,0,0,6,8,6,5,7.54,5,3,2,No
S12366,1,1,1,0,1,0,0,1,1,1,1,2,6,9,5.3,2,3,7,Yes
S12367,0,1,0,1,0,1,0,1,1,1,6,8,8,2,8.34,4,1,0,Yes
S12368,1,1,0,0,1,0,0,1,0,1,3,5,5,2,8.08,5,2,1,Yes
S12369,1,1,0,1,1,0,0,0,0,0,5,9,9,9,8.6,5,3,2,Yes
S12370,0,0,0,1,1,1,0,0,0,0,8,1,1,7,9.12,7,0,7,Yes
S12371,1,1,0,1,1,0,1,0,0,0,6,9,5,1,7.75,3,3,8,Yes
S12372,1,1,1,1,1,0,1,0,0,0,6,8,3,9,5.2,3,0,6,No
S12373,1,0,1,1,1,1,1,0,0,0,2,3,5,7,6.72,0,3,6,No
S12374,1,1,1,1,0,1,0,0,0,0,10,1,6,10,5.11,5,1,1,No
S12375,0,0,1,1,1,1,0,0,0,0,10,4,7,5,7.78,4,3,3,Yes
S12376,0,1,0,1,0,1,1,0,0,1,1,8,8,8,5.79,0,3,2,No
S12377,1,1,0,0,1,0,0,1,1,1,2,4,5,3,7.91,3,1,6,No
S12378,0,1,0,1,1,1,0,0,1,0,7,7,5,7,9.84,0,2,1,Yes
S12379,1,1,1,1,1,1,0,0,0,1,3,8,5,1,9.26,1,2,3,Yes
S12380,0,1,0,1,1,0,1,0,0,1,8,10,9,9,6.5,3,0,5,Yes
S12381,1,0,1,1,0,0,1,0,0,1,9,2,10,1,6.17,5,3,2,Yes
S12382,0,1,0,0,0,0,0,0,0,0,2,2,3,10,9.85,8,3,0,Yes
S12383,1,0,0,1,1,1,1,0,0,0,6,9,7,2,8.14,6,2,7,Yes
S12384,1,1,0,1,1,1,1,0,1,1,8,8,8,5,9.27,7,0,5,Yes
S12385,1,0,1,0,0,1,1,0,1,1,10,5,7,3,5.09,8,2,3,Yes
S12386,1,1,1,0,0,1,1,0,1,1,2,3,9,10,5.07,3,1,2,No
S12387,0,0,1,0,0,0,0,0,0,0,1,5,1,1,8.25,1,0,2,No
S12388,1,1,1,0,1,1,1,0,0,0,6,2,5,10,6.62,7,1,2,Yes
S12389,0,0,0,0,1,1,1,1,0,0,2,10,8,3,6.01,7,3,0,Yes
S12390,1,1,1,0,1,1,1,1,1,0,1,7,3,3,9.91,7,3,5,Yes
S12391,0,0,0,1,0,1,1,0,0,0,10,3,6,4,7.04,7,1,4,Yes
S12392,0,1,0,0,0,0,0,1,1,1,3,7,10,10,9.03,7,2,6,Yes
S12393,0,0,1,1,1,1,1,0,0,0,8,4,10,6,9.62,2,1,5,Yes
S12394,0,0,0,0,1,0,1,0,1,0,7,3,6,8,5.72,0,2,3,No
S12395,0,0,0,1,0,1,0,0,1,0,9,5,2,4,6.92,8,2,0,No
S12396,1,1,0,1,1,0,0,1,1,0,3,10,4,3,5.47,4,0,0,No
S12397,0,0,1,1,1,1,0,1,0,1,3,4,10,1,9.87,8,3,0,Yes
S12398,1,1,1,0,0,0,0,0,0,0,5,8,3,4,9.75,1,0,7,No
S12399,1,1,0,1,1,1,1,1,0,0,8,4,10,3,8.85,3,1,4,Yes
S12400,1,1,1,0,1,1,1,0,1,0,2,4,3,1,7.23,6,1,4,Yes
S12401,0,1,1,1,1,0,0,0,0,0,7,9,4,5,7.29,6,2,1,No
S12402,1,0,1,1,0,1,1,1,1,1,9,7,9,1,9.39,7,2,8,Yes
S12403,1,1,1,1,1,1,0,0,1,1,6,1,10,2,6.7,6,3,1,Yes
S12404,1,1,0,1,0,0,1,1,1,0,1,3,5,8,6.55,7,3,8,Yes
S12405,0,1,0,1,0,0,1,0,0,1,4,5,9,1,6.53,0,2,7,No
S12406,1,0,0,1,0,1,1,1,0,0,4,1,3,10,5.15,8,2,3,No
S12407,1,1,1,1,0,1,1,0,1,1,5,4,3,4,7.85,0,1,6,No
S12408,1,0,1,0,1,1,0,0,0,0,8,8,4,4,8.0,6,2,1,Yes
S12409,0,1,0,1,0,0,1,1,1,1,9,6,5,9,5.39,5,0,1,Yes
S12410,0,0,1,0,1,0,0,1,0,1,6,7,3,10,6.16,3,1,3,No
S12411,0,0,1,1,1,1,0,0,0,1,2,5,5,9,7.21,1,0,7,No
S12412,0,1,1,0,0,1,0,1,0,1,4,9,7,9,9.27,4,2,8,Yes
S12413,1,1,0,0,1,1,1,0,0,0,6,3,5,5,9.65,4,3,4,Yes
S12414,0,0,1,0,1,0,0,1,0,1,1,8,7,3,7.8,4,1,1,No
S12415,1,0,0,1,1,0,0,0,1,0,5,1,1,9,5.73,6,3,0,No
S12416,1,1,0,0,0,0,0,1,0,0,9,8,4,8,7.75,0,3,2,Yes
S12417,1,1,1,1,0,1,0,0,0,1,6,1,10,4,9.36,8,2,1,Yes
S12418,0,0,0,0,1,0,1,0,0,0,10,3,10,1,5.56,8,3,3,Yes
S12419,0,1,1,0,1,1,0,0,1,0,6,9,9,1,6.64,5,1,1,Yes
S12420,1,1,0,0,1,0,0,0,0,0,6,8,6,5,9.88,1,1,0,No
S12421,0,0,1,1,0,0,0,1,1,0,1,10,5,1,5.79,3,2,2,No
S12422,1,1,1,1,0,1,1,0,0,1,7,10,8,8,9.72,5,2,5,Yes
S12423,1,1,0,1,1,0,1,0,0,0,9,5,5,2,5.81,3,0,4,No
S12424,1,0,1,0,1,1,1,1,1,1,6,7,3,9,8.38,0,2,2,Yes
S12425,0,1,0,1,0,0,0,1,0,1,3,3,2,5,7.88,2,0,1,No
S12426,0,0,1,1,1,1,0,0,0,0,4,6,9,7,6.4,2,3,4,No
S12427,1,0,0,1,0,1,1,1,0,0,1,5,3,5,8.63,6,1,6,Yes
S12428,0,0,0,1,0,0,0,0,0,0,8,7,1,10,5.09,7,0,6,No
S12429,1,0,1,1,0,1,1,0,0,0,5,9,8,2,7.7,2,2,5,No
S12430,0,1,0,0,0,1,1,0,0,0,1,3,9,8,5.28,8,2,4,No
S12431,0,1,1,1,1,0,1,0,0,1,8,3,7,5,7.8,3,3,2,Yes
S12432,1,1,0,1,0,0,1,0,0,1,6,1,7,10,8.21,5,3,0,Yes
S12433,0,1,1,1,1,0,0,0,1,0,10,9,1,7,9.16,6,0,4,Yes
S12434,0,1,0,0,0,1,1,1,0,0,8,1,2,4,7.52,3,3,6,No
S12435,1,1,0,0,0,1,0,0,1,0,7,5,8,5,5.99,7,0,6,Yes
S12436,0,1,0,0,0,1,1,1,0,0,9,8,10,10,5.8,1,1,3,No
S12437,1,1,0,0,1,1,1,0,0,1,1,3,9,3,8.59,3,1,6,Yes
S12438,1,0,1,0,0,0,1,0,0,0,8,2,6,8,9.9,0,0,5,No
S12439,1,0,1,1,1,0,1,0,0,1,6,6,7,2,8.09,3,1,6,Yes
S12440,1,1,1,0,1,1,1,1,0,0,5,5,8,7,9.8,7,1,2,Yes
S12441,0,1,0,1,1,0,0,0,0,1,3,2,5,10,7.85,8,3,7,Yes
S12442,0,1,0,1,0,1,0,0,1,1,7,8,3,9,9.22,8,2,3,Yes
S12443,0,1,1,1,1,0,0,1,0,0,1,8,8,6,5.1,3,1,4,No
S12444,1,0,1,1,1,0,0,1,0,1,4,3,3,7,7.73,6,3,5,Yes
S12445,1,0,1,1,0,1,1,0,0,0,7,8,5,4,9.38,3,2,5,Yes
S12446,1,1,0,0,1,0,1,1,1,1,5,2,2,4,7.58,8,2,2,No
S12447,1,1,1,1,0,0,0,0,0,1,3,7,8,8,6.51,7,3,0,Yes
S12448,0,1,0,0,0,0,1,0,1,1,10,8,2,9,9.86,7,0,5,Yes
S12449,0,1,1,0,0,0,1,0,0,0,5,2,7,10,8.05,2,1,2,No
S12450,1,0,1,1,1,1,0,0,0,1,2,9,2,1,6.07,6,1,4,No
S12451,0,1,1,1,1,0,1,1,1,0,4,8,3,8,8.9,4,1,3,Yes
S12452,0,0,0,1,1,0,0,0,1,0,4,7,7,4,9.85,0,1,5,No
S12453,1,1,0,1,1,1,0,0,1,0,3,5,3,9,5.52,4,3,3,No
S12454,0,1,1,0,1,1,0,1,1,0,2,5,9,8,8.97,5,0,3,Yes
S12455,1,1,0,1,1,1,0,0,0,1,2,2,2,6,6.92,3,1,1,No
S12456,1,1,0,1,0,0,1,0,0,0,7,10,9,7,9.96,3,1,3,Yes
S12457,1,0,1,0,0,1,0,0,0,1,1,5,7,10,8.56,8,3,8,Yes
S12458,1,0,0,0,1,1,1,1,0,1,2,1,10,3,6.87,6,0,5,No
S12459,1,0,0,1,0,0,1,0,0,0,6,5,6,8,5.71,2,3,1,No
S12460,1,1,0,0,1,0,1,0,1,0,5,3,10,9,5.66,7,0,7,Yes
S12461,1,0,1,1,0,1,1,0,0,0,6,8,4,1,7.2,0,0,5,No
S12462,0,1,1,0,1,0,1,0,1,1,1,6,8,1,9.68,0,1,7,No
S12463,0,1,1,1,0,1,1,0,1,0,8,10,6,8,7.19,8,0,4,Yes
S12464,0,1,0,0,1,1,0,1,0,0,2,5,1,7,8.58,2,2,0,No
S12465,1,1,1,1,0,0,1,0,0,1,4,10,8,10,5.76,7,3,4,Yes
S12466,1,0,0,0,1,1,0,0,0,0,8,1,6,7,7.38,7,3,6,Yes
S12467,1,0,1,0,0,1,1,0,1,0,4,10,2,3,6.2,3,0,7,No
S12468,1,1,1,0,1,1,0,1,0,0,4,4,8,5,5.99,6,3,1,Yes
S12469,0,1,1,0,1,0,1,0,0,0,7,7,7,7,8.57,2,2,7,Yes
S12470,0,1,0,0,0,1,0,1,0,0,8,2,4,5,6.72,0,1,3,No
S12471,0,1,0,0,0,0,1,0,0,1,10,10,2,2,5.24,3,1,2,No
S12472,0,1,1,0,1,1,1,1,0,1,2,2,9,2,7.85,7,0,1,No
S12473,1,0,1,1,0,0,1,0,0,1,4,5,1,5,8.22,0,2,5,No
S12474,1,1,0,0,1,1,0,0,1,0,10,4,7,4,5.12,6,2,4,No
S12475,0,0,0,1,1,0,1,0,0,0,10,5,6,3,5.72,1,1,3,No
S12476,1,1,0,0,0,0,1,1,0,0,10,7,6,7,6.69,4,2,2,Yes
S12477,1,1,0,0,1,1,1,0,0,1,5,8,4,4,7.37,4,0,1,No
S12478,1,1,1,0,1,1,1,1,0,0,5,2,6,8,5.16,2,3,7,No
S12479,1,0,1,0,0,0,1,0,1,0,7,7,6,8,5.13,5,1,2,Yes
S12480,1,1,0,1,1,1,0,0,1,0,10,3,1,3,6.57,3,1,0,No
S12481,0,1,1,0,0,1,0,0,0,0,2,4,9,1,5.02,4,2,1,No
S12482,0,0,0,1,1,1,1,1,0,0,3,7,9,9,8.8,1,1,1,Yes
S12483,1,1,0,1,0,1,1,0,0,0,2,2,5,8,8.2,7,2,8,Yes
S12484,1,0,0,0,1,1,1,0,1,0,4,10,1,7,9.72,2,3,3,Yes
S12485,0,1,0,0,0,1,1,0,1,0,8,1,7,4,6.2,1,3,3,No
S12486,1,0,1,0,0,0,0,1,0,1,3,9,2,4,6.04,4,1,7,No
S12487,1,1,0,0,1,1,1,0,1,1,1,7,6,6,6.2,6,0,1,No
S12488,1,1,1,1,1,0,1,1,1,1,5,1,3,3,7.6,4,0,3,No
S12489,1,1,1,1,1,1,1,0,0,0,1,4,3,4,7.07,7,3,3,Yes
S12490,0,1,1,1,1,0,0,0,0,1,6,8,4,3,8.47,1,2,2,Yes
S12491,0,0,1,1,0,1,0,0,0,1,10,9,5,3,6.17,4,3,2,Yes
S12492,1,0,1,1,1,0,1,0,0,0,10,6,8,10,6.54,5,1,7,Yes
S12493,1,1,0,0,1,0,0,0,0,0,7,9,4,5,8.4,3,1,0,No
S12494,1,1,0,1,0,0,1,1,0,1,1,2,8,9,6.46,0,3,4,No
S12495,1,1,1,0,1,1,1,0,0,0,1,6,3,5,6.87,0,3,8,No
S12496,0,0,0,1,1,0,1,0,0,0,8,10,2,6,6.68,0,1,6,No
S12497,0,1,0,0,1,1,1,0,0,1,2,7,10,2,8.67,5,1,6,Yes
S12498,1,1,0,1,0,1,1,1,1,0,3,4,8,9,7.44,1,0,5,No
S12499,0,0,0,0,0,1,0,0,0,0,3,1,1,2,7.47,6,3,8,No
S12500,0,1,1,1,0,1,1,0,0,1,5,10,9,9,8.38,6,2,4,Yes
S12501,0,1,1,0,1,1,0,1,0,1,1,9,8,7,8.24,5,0,3,Yes
S12502,1,1,1,0,1,1,1,0,1,0,9,9,9,5,7.26,5,2,6,Yes
S12503,1,0,0,0,0,0,1,0,0,0,9,6,3,5,5.5,7,3,5,Yes
S12504,0,1,0,1,1,0,1,0,0,0,5,5,10,6,6.44,8,3,3,Yes
S12505,1,0,0,0,1,1,0,0,0,0,2,1,10,3,5.14,4,2,4,No
S12506,0,1,1,0,1,1,0,0,1,0,7,6,2,8,6.99,2,2,7,Yes
S12507,0,1,0,0,1,1,0,0,0,1,3,3,10,8,7.15,1,2,4,No
S12508,0,0,0,1,1,1,0,1,0,0,9,10,6,4,9.55,1,0,1,No
S12509,1,1,0,0,0,0,1,0,0,1,3,10,3,7,6.95,8,1,6,Yes
S12510,0,1,0,1,1,1,1,0,1,1,6,7,3,7,5.81,7,2,5,Yes
S12511,1,1,0,1,1,1,0,1,0,1,5,7,1,10,6.6,5,0,7,Yes
S12512,0,1,1,0,0,0,1,0,1,1,7,7,6,6,6.45,7,0,7,Yes
S12513,1,0,0,0,1,1,0,0,1,0,7,1,7,6,9.06,7,0,2,No
S12514,1,1,0,1,0,0,1,0,0,0,4,4,8,4,8.6,1,0,3,No
S12515,0,0,1,1,1,0,1,1,0,1,7,9,9,1,5.28,3,0,7,No
S12516,1,1,0,0,1,1,1,0,1,0,4,3,3,3,6.18,5,2,8,No
S12517,1,0,0,0,1,0,0,1,0,0,1,7,5,10,6.83,0,0,4,No
S12518,0,0,0,0,1,0,0,0,1,0,7,2,3,1,5.07,7,2,2,No
S12519,1,1,1,0,0,0,0,0,0,0,1,2,8,2,6.61,8,3,7,No
S12520,0,1,0,1,1,1,0,0,1,1,8,6,8,5,9.16,7,0,7,Yes
S12521,1,1,0,1,1,0,1,1,0,0,1,10,3,4,7.87,2,1,3,No
S12522,0,1,0,1,0,1,1,0,0,1,9,2,4,10,9.82,8,1,5,Yes
S12523,0,0,1,1,0,1,1,0,1,1,4,10,8,2,7.53,8,2,4,Yes
S12524,1,0,1,1,0,1,1,0,0,0,7,2,5,6,8.17,2,3,0,No
S12525,1,1,1,1,0,1,0,0,0,1,1,2,9,2,9.74,3,1,8,Yes
S12526,0,0,1,1,1,1,0,0,0,1,2,7,4,4,7.91,6,3,1,No
S12527,1,1,0,0,1,1,1,1,0,0,7,8,2,4,5.73,2,2,4,Yes
S12528,1,1,1,1,1,0,1,1,0,0,3,4,6,5,9.61,2,0,6,Yes
S12529,0,1,0,1,0,1,1,0,0,0,2,10,10,6,5.97,2,1,7,Yes
S12530,1,1,0,1,1,1,1,0,0,0,2,2,3,6,5.59,0,3,2,No
S12531,1,1,1,1,0,0,1,1,0,1,9,10,1,10,9.7,5,1,8,Yes
S12532,0,1,1,0,1,0,1,0,1,0,2,4,9,1,6.45,4,3,6,No
S12533,1,1,0,1,1,0,1,0,1,0,7,9,1,5,8.05,3,3,5,Yes
S12534,1,0,1,1,1,0,1,0,0,0,8,6,9,9,8.36,5,0,6,Yes
S12535,1,0,1,0,1,1,0,1,0,0,1,6,2,4,6.33,3,3,2,No
S12536,0,1,0,1,1,1,1,0,0,0,2,9,9,3,9.72,8,0,4,Yes
S12537,0,1,0,0,1,0,1,0,0,1,8,1,7,4,9.52,1,0,7,Yes
S12538,0,1,0,1,1,1,0,0,1,0,2,2,4,7,6.44,7,0,2,No
S12539,1,0,1,1,0,0,1,1,1,0,1,5,9,7,8.62,5,2,1,Yes
S12540,1,0,1,1,0,0,0,0,1,0,3,5,5,9,8.88,5,0,2,No
S12541,1,0,1,1,1,1,1,1,0,1,3,4,4,3,6.66,8,0,0,No
S12542,1,1,1,1,0,0,0,0,0,0,4,4,4,7,7.82,0,2,0,No
S12543,0,1,1,1,0,1,0,0,0,0,2,7,9,4,9.26,1,1,0,No
S12544,1,1,1,1,0,0,0,1,0,1,3,5,7,10,6.37,5,1,7,No
S12545,1,1,0,0,0,1,1,0,0,1,3,8,9,6,8.18,5,1,0,No
